تاریخ,درجہ_حرارت_زیادہ,درجہ_حرارت_کم,بارش
۲۰۱۱-۱۰-۱۵,۳۵.۰,۱۷.۵,۰.۰
۲۰۱۱-۱۰-۱۶,۳۶.۰,۱۷.۵,۰.۰
۲۰۱۱-۱۰-۱۷,۳۶.۰,۱۶.۴,۰.۰
۲۰۱۱-۱۰-۱۸,۳۴.۴,۱۷.۰,۰.۰
۲۰۱۱-۱۰-۱۹,۳۴.۵,۱۶.۸,۰.۰
۲۰۱۱-۱۰-۲۰,۳۴.۳,۱۷.۰,۰.۰
۲۰۱۱-۱۰-۲۱,۳۵.۰,۱۷.۱,۰.۰
۲۰۱۱-۱۰-۲۲,۳۳.۲,۱۷.۸,۰.۰
۲۰۱۱-۱۰-۲۳,۳۲.۲,۱۷.۷,
۲۰۱۱-۱۰-۲۴,۲۸.۲,۱۵.۷,۰.۰
۲۰۱۱-۱۰-۲۵,۲۹.۵,۱۴.۵,۰.۰
۲۰۱۱-۱۰-۲۶,۳۲.۰,۱۴.۰,۰.۰
۲۰۱۱-۱۰-۲۷,۳۳.۰,۱۳.۵,۰.۰
۲۰۱۱-۱۰-۲۸,۳۲.۷,۱۴.۰,۰.۰
۲۰۱۱-۱۰-۲۹,۳۲.۵,۱۳.۵,۰.۰
۲۰۱۱-۱۰-۳۰,۳۲.۰,۱۳.۳,۰.۰
۲۰۱۱-۱۰-۳۱,۳۲.۲,۱۴.۷,۰.۰
۲۰۱۱-۱۱-۰۱,۳۲.۰,۱۴.۶,۰.۰
۲۰۱۱-۱۱-۰۲,۳۱.۵,۱۶.۰,۰.۰
۲۰۱۱-۱۱-۰۳,۳۱.۲,۱۶.۴,۰.۰
۲۰۱۱-۱۱-۰۴,۳۱.۰,۱۵.۳,۰.۰
۲۰۱۱-۱۱-۰۵,۳۰.۰,۱۶.۶,۰.۰
۲۰۱۱-۱۱-۰۶,۲۹.۵,۱۴.۴,۰.۰
۲۰۱۱-۱۱-۰۷,۳۰.۷,۱۴.۱,۰.۰
۲۰۱۱-۱۱-۰۸,۳۲.۰,۱۴.۰,۰.۰
۲۰۱۱-۱۱-۰۹,۳۱.۷,۱۳.۸,۰.۰
۲۰۱۱-۱۱-۱۰,۲۹.۳,۱۶.۵,۰.۰
۲۰۱۱-۱۱-۱۱,۲۵.۰,۱۵.۳,۰.۰
۲۰۱۱-۱۱-۱۲,۳۰.۰,۱۳.۷,۰.۰
۲۰۱۱-۱۱-۱۳,۳۲.۰,۱۳.۰,۰.۰
۲۰۱۱-۱۱-۱۴,۳۱.۲,۱۲.۸,۰.۰
۲۰۱۱-۱۱-۱۵,۲۹.۲,۱۳.۰,۰.۰
۲۰۱۱-۱۱-۱۶,۳۰.۵,۱۳.۸,۰.۰
۲۰۱۱-۱۱-۱۷,۳۰.۷,۱۳.۰,۰.۰
۲۰۱۱-۱۱-۱۸,۳۰.۲,۱۳.۷,۰.۰
۲۰۱۱-۱۱-۱۹,۳۰.۰,۱۳.۵,۰.۰
۲۰۱۱-۱۱-۲۰,۳۰.۰,۱۳.۲,۰.۰
۲۰۱۱-۱۱-۲۱,۲۹.۸,۱۳.۷,۰.۰
۲۰۱۱-۱۱-۲۲,۲۹.۷,۱۳.۶,۰.۰
۲۰۱۱-۱۱-۲۳,۲۹.۵,۱۳.۳,۰.۰
۲۰۱۱-۱۱-۲۴,۲۷.۷,۱۴.۰,۰.۰
۲۰۱۱-۱۱-۲۵,۲۶.۷,۱۲.۰,۰.۰
۲۰۱۱-۱۱-۲۶,۲۶.۷,۱۲.۰,۰.۰
۲۰۱۱-۱۱-۲۷,۲۵.۳,۱.۸,۰.۰
۲۰۱۱-۱۱-۲۸,۲۴.۶,۱۱.۰,۰.۰
۲۰۱۱-۱۱-۲۹,۲۴.۷,۹.۵,۰.۰
۲۰۱۱-۱۱-۳۰,۲۶.۷,۸.۲,۰.۰
۲۰۱۱-۱۲-۰۱,۲۸.۴,۹.۶,۰.۰
۲۰۱۱-۱۲-۰۲,۲۴.۷,۹.۰,۰.۰
۲۰۱۱-۱۲-۰۳,۲۷.۰,۹.۰,۰.۰
۲۰۱۱-۱۲-۰۴,۲۸.۶,۹.۵,۰.۰
۲۰۱۱-۱۲-۰۵,۲۸.۲,۸.۲,۰.۰
۲۰۱۱-۱۲-۰۶,۲۷.۷,۸.۰,۰.۰
۲۰۱۱-۱۲-۰۷,۲۷.۷,۷.۰,۰.۰
۲۰۱۱-۱۲-۰۸,۲۷.۳,۶.۲,۰.۰
۲۰۱۱-۱۲-۰۹,۲۷.۰,۴.۸,۰.۰
۲۰۱۱-۱۲-۱۰,۲۶.۰,۵.۰,۰.۰
۲۰۱۱-۱۲-۱۱,۲۵.۵,۴.۰,۰.۰
۲۰۱۱-۱۲-۱۲,۲۶.۷,۴.۲,۰.۰
۲۰۱۱-۱۲-۱۳,۲۴.۴,۵.۱,۰.۰
۲۰۱۱-۱۲-۱۴,۲۳.۸,۳.۵,۰.۰
۲۰۱۱-۱۲-۱۵,۲۵.۰,۳.۷,۰.۰
۲۰۱۱-۱۲-۱۶,۲۳.۲,۳.۰,۰.۰
۲۰۱۱-۱۲-۱۷,۲۲.۷,۳.۲,۰.۰
۲۰۱۱-۱۲-۱۸,۲۳.۷,۳.۳,۰.۰
۲۰۱۱-۱۲-۱۹,۲۲.۲,۳.۵,۰.۰
۲۰۱۱-۱۲-۲۰,۲۰.۰,۴.۵,۰.۰
۲۰۱۱-۱۲-۲۱,۲۰.۷,۳.۳,۰.۰
۲۰۱۱-۱۲-۲۲,۲۰.۶,۱.۰,۰.۰
۲۰۱۱-۱۲-۲۳,۲۰.۵,۰.۶,۰.۰
۲۰۱۱-۱۲-۲۴,۲۰.۲,۰.۸,۰.۰
۲۰۱۱-۱۲-۲۵,۲۱.۷,۱.۰,۰.۰
۲۰۱۱-۱۲-۲۶,۲۲.۰,۱.۰,۰.۰
۲۰۱۱-۱۲-۲۷,۲۲.۰,۱.۰,۰.۰
۲۰۱۱-۱۲-۲۸,۲۰.۳,۰.۷,۰.۰
۲۰۱۱-۱۲-۲۹,۲۱.۲,۱.۰,۰.۰
۲۰۱۱-۱۲-۳۰,۲۱.۰,۲.۰,۰.۰
۲۰۱۱-۱۲-۳۱,۲۴.۰,۲.۴,۰.۰
